Prov,Mun,Brgy,Area,Lat,Long,Occurance,Elev,Slope,Aspect,HorizontalCurvature,VerticalCurvature,Lithology,SoilType,PGAComp,Landslide
NA,NA,NA,NA,7.046262614,125.1410333,NA,470,3.313811541,South,-0.008694387,0.002641384,Dacitic and/or andesitic plugs,Undifferentiated,0.3576383,0
NA,NA,NA,NA,7.112411156,125.1463477,NA,421,10.76500797,North,-0.057739552,-0.006841093,Dacitic and/or andesitic plugs,Undifferentiated,0.255392909,0
NA,NA,NA,NA,7.083584238,125.1857553,NA,650,5.516419411,Northwest,0.005694584,0.001928847,Dacitic and/or andesitic plugs,Undifferentiated,0.269843638,0
NA,NA,NA,NA,7.043585679,125.2387132,NA,1336,25.24294853,North,0.000338031,-0.004442326,Dacitic and/or andesitic plugs,Undifferentiated,0.179046154,0
NA,NA,NA,NA,7.138907164,125.1293832,NA,484,2.379021168,Southeast,-0.012539015,0.001976634,Dacitic and/or andesitic plugs,Undifferentiated,0.211805329,0
NA,NA,NA,NA,7.162092469,125.2278436,NA,1677,37.96186066,Northeast,-0.00240354,-0.002240684,Dacitic and/or andesitic plugs,Undifferentiated,0.124943242,0
NA,NA,NA,NA,7.179245483,125.2202418,NA,1692,19.19164276,Northeast,0.012153865,-0.008135924,Dacitic and/or andesitic plugs,Undifferentiated,0.192864254,0
NA,NA,NA,NA,6.980697965,125.2276788,NA,2152,27.27048111,West,0.062471207,0.005502408,Dacitic and/or andesitic plugs,Undifferentiated,0.186339185,0
NA,NA,NA,NA,7.120507142,125.1990073,NA,777,19.5649929,North,-0.032515328,-0.002538682,Dacitic and/or andesitic plugs,Undifferentiated,0.181500882,0
NA,NA,NA,NA,7.12136059,125.1838879,NA,683,11.54915333,East,-0.023656363,-0.013198037,Dacitic and/or andesitic plugs,Undifferentiated,0.204314232,0
NA,NA,NA,NA,6.983134068,125.2370287,NA,2183,17.42846489,Southwest,0.018007845,-0.006695059,Dacitic and/or andesitic plugs,Undifferentiated,0.185425028,0
NA,NA,NA,NA,7.135306842,125.1654506,NA,752,32.01558304,Southwest,0.011139822,-0.000590232,Dacitic and/or andesitic plugs,Undifferentiated,0.180384666,0
NA,NA,NA,NA,7.053980208,125.1800401,NA,636,5.036668301,West,-0.003092634,0.01094664,Dacitic and/or andesitic plugs,Undifferentiated,0.337920547,0
NA,NA,NA,NA,7.055339222,125.1922616,NA,712,3.729381323,Southeast,0.009472242,-0.005074474,Dacitic and/or andesitic plugs,Undifferentiated,0.30956319,0
NA,NA,NA,NA,7.076515433,125.2127435,NA,812,8.544225693,East,0.001400237,-0.00934168,Dacitic and/or andesitic plugs,Undifferentiated,0.246954054,0
NA,NA,NA,NA,7.166054441,125.2313534,NA,1671,18.7362957,Northeast,-0.023992337,-0.000959493,Dacitic and/or andesitic plugs,Undifferentiated,0.156087399,0
NA,NA,NA,NA,7.016005131,125.1460878,NA,528,1.400217652,Northeast,-0.005907905,-0.001684417,Dacitic and/or andesitic plugs,Undifferentiated,0.366419345,0
NA,NA,NA,NA,7.106538122,125.1467829,NA,385,5.358093739,North,0.0004883,0.002578198,Dacitic and/or andesitic plugs,Undifferentiated,0.314075232,0
NA,NA,NA,NA,7.037235737,125.2323814,NA,1527,38.31084442,North,-0.008251757,-0.003612339,Dacitic and/or andesitic plugs,Undifferentiated,0.187271506,0
NA,NA,NA,NA,7.115527763,125.1974206,NA,789,10.32550335,Northwest,-0.004202792,0.004197234,Dacitic and/or andesitic plugs,Undifferentiated,0.172133729,0
NA,NA,NA,NA,7.176298597,125.1892969,NA,1184,33.68564987,Northeast,-0.005785792,-0.005104537,Dacitic and/or andesitic plugs,Undifferentiated,0.129428819,0
NA,NA,NA,NA,7.037020726,125.1982803,NA,807,11.68693733,West,0.012503078,0.0057774,Dacitic and/or andesitic plugs,Undifferentiated,0.198089704,0
NA,NA,NA,NA,7.165697062,125.2177494,NA,1394,21.64694214,Northwest,0.016888734,0.008679971,Dacitic and/or andesitic plugs,Undifferentiated,0.137215376,0
NA,NA,NA,NA,7.11113567,125.1429567,NA,400,14.23910618,Northeast,0.009491312,-0.004168928,Dacitic and/or andesitic plugs,Undifferentiated,0.255392909,0
NA,NA,NA,NA,7.135318847,125.1964413,NA,1129,18.68350983,South,0.00853786,-0.01072812,Dacitic and/or andesitic plugs,Undifferentiated,0.149705067,0
NA,NA,NA,NA,7.171506243,125.2180332,NA,1718,42.56519699,North,0.003704722,-0.001695824,Dacitic and/or andesitic plugs,Undifferentiated,0.151884303,0
NA,NA,NA,NA,7.183029725,125.2101323,NA,1712,7.632493496,South,0.001027143,0.000486778,Dacitic and/or andesitic plugs,Undifferentiated,0.179557607,0
NA,NA,NA,NA,7.140524354,125.216218,NA,1212,20.53030014,South,-0.004936468,0.007251917,Dacitic and/or andesitic plugs,Undifferentiated,0.155934244,0
NA,NA,NA,NA,7.126315685,125.2117612,NA,960,19.18953514,Northeast,-0.057391174,-0.034264233,Dacitic and/or andesitic plugs,Undifferentiated,0.154659808,0
NA,NA,NA,NA,7.128137468,125.1872418,NA,766,11.41894817,East,-0.117556647,0.008294365,Dacitic and/or andesitic plugs,Undifferentiated,0.170972019,0
NA,NA,NA,NA,7.093655885,125.2597881,NA,1278,27.8389473,West,0.004235803,0.001690385,Dacitic and/or andesitic plugs,Undifferentiated,0.149304986,0
NA,NA,NA,NA,7.067862616,125.2621141,NA,1344,16.73921967,South,0.003664927,-0.002404656,Dacitic and/or andesitic plugs,Undifferentiated,0.239831269,0
NA,NA,NA,NA,7.154338616,125.2173763,NA,1503,4.168220043,East,-0.007607583,-0.001085295,Dacitic and/or andesitic plugs,Undifferentiated,0.134354264,0
NA,NA,NA,NA,7.122582571,125.2442926,NA,1079,19.97024727,Northwest,-0.000273568,0.001587832,Dacitic and/or andesitic plugs,Undifferentiated,0.157014877,0
NA,NA,NA,NA,7.12369876,125.2255266,NA,948,15.26879883,Northwest,0.018642172,0.000978486,Dacitic and/or andesitic plugs,Undifferentiated,0.197564781,0
NA,NA,NA,NA,7.148745609,125.2388962,NA,1369,13.82749462,South,0.011138155,-0.005013312,Dacitic and/or andesitic plugs,Undifferentiated,0.133194342,0
NA,NA,NA,NA,6.983588253,125.234839,NA,2167,32.69612503,Northeast,-0.003726303,-0.007705779,Dacitic and/or andesitic plugs,Undifferentiated,0.185425028,0
NA,NA,NA,NA,6.991723202,125.2121338,NA,1498,7.88617897,Southeast,-0.022825891,0.005613369,Dacitic and/or andesitic plugs,Undifferentiated,0.200911954,0
NA,NA,NA,NA,7.17425338,125.219332,NA,1796,18.54163742,North,0.015544329,0.001642098,Dacitic and/or andesitic plugs,Undifferentiated,0.177002862,0
NA,NA,NA,NA,7.022433263,125.1234318,NA,416,3.394719839,East,0.000864613,-0.001306821,Dacitic and/or andesitic plugs,Undifferentiated,0.382774591,0
NA,NA,NA,NA,7.10896761,125.241303,NA,883,29.81836128,Southeast,-0.002108769,-0.021883979,Dacitic and/or andesitic plugs,Undifferentiated,0.170852035,0
NA,NA,NA,NA,7.093804897,125.1662226,NA,403,20.18792343,South,-0.000945562,-0.002102908,Dacitic and/or andesitic plugs,Undifferentiated,0.301839113,0
NA,NA,NA,NA,6.9937798,125.2277761,NA,1891,29.31233788,North,-0.026541879,-0.001298122,Dacitic and/or andesitic plugs,Undifferentiated,0.189103544,0
NA,NA,NA,NA,7.137401523,125.24427,NA,1219,29.48836136,Northwest,0.009176673,0.010549809,Dacitic and/or andesitic plugs,Undifferentiated,0.144323111,0
NA,NA,NA,NA,7.074833553,125.1804422,NA,629,6.773459435,Northwest,-0.002393981,0.001829765,Dacitic and/or andesitic plugs,Undifferentiated,0.300981611,0
NA,NA,NA,NA,7.130358564,125.193038,NA,914,24.8082428,Northeast,-0.076324061,-0.015714919,Dacitic and/or andesitic plugs,Undifferentiated,0.153881297,0
NA,NA,NA,NA,7.187083816,125.1551063,NA,1271,9.79572773,Northwest,-0.008505977,0.002529748,Dacitic and/or andesitic plugs,Undifferentiated,0.138238639,0
NA,NA,NA,NA,7.139626251,125.2347883,NA,1126,20.3244648,Southwest,0.015009767,-0.013888778,Dacitic and/or andesitic plugs,Undifferentiated,0.13787061,0
NA,NA,NA,NA,7.112486714,125.1897156,NA,626,3.442226171,North,0.005563973,0.001837759,Dacitic and/or andesitic plugs,Undifferentiated,0.235767543,0
NA,NA,NA,NA,7.046971269,125.2390005,NA,1417,48.82753372,Southwest,-0.001959417,0.006034604,Dacitic and/or andesitic plugs,Undifferentiated,0.179046154,0
NA,NA,NA,NA,7.083397741,125.1918404,NA,697,3.04061985,East,0.000385697,-0.002790902,Dacitic and/or andesitic plugs,Undifferentiated,0.263681948,0
NA,NA,NA,NA,7.109450126,125.1474329,NA,381,0.93358165,South,0.01508251,-0.004161174,Dacitic and/or andesitic plugs,Undifferentiated,0.255392909,0
NA,NA,NA,NA,7.13955921,125.1512686,NA,537,24.88093185,South,-0.045686081,-0.009233817,Dacitic and/or andesitic plugs,Undifferentiated,0.237411067,0
NA,NA,NA,NA,7.048510954,125.2335777,NA,1260,37.69709778,North,-0.01477721,-0.000807384,Dacitic and/or andesitic plugs,Undifferentiated,0.178862169,0
NA,NA,NA,NA,7.058240497,125.1946206,NA,749,4.715752602,West,0.030813873,0.023605172,Dacitic and/or andesitic plugs,Undifferentiated,0.295449555,0
NA,NA,NA,NA,7.125882018,125.1662122,NA,639,7.797925472,North,0.027685439,0.001653524,Dacitic and/or andesitic plugs,Undifferentiated,0.201232985,0
NA,NA,NA,NA,7.128116815,125.1284369,NA,388,33.1027565,West,0.016515814,0.001994383,Dacitic and/or andesitic plugs,Undifferentiated,0.221128047,0
NA,NA,NA,NA,7.119150341,125.1848257,NA,664,13.0477581,Northwest,-0.002771651,0.032454997,Dacitic and/or andesitic plugs,Undifferentiated,0.204314232,0
NA,NA,NA,NA,7.074500518,125.218068,NA,884,3.843827248,Southwest,0.006033457,0.000904404,Dacitic and/or andesitic plugs,Undifferentiated,0.22278063,0
NA,NA,NA,NA,7.027737949,125.1338847,NA,463,9.054085732,Southwest,-0.000160696,0.010519489,Dacitic and/or andesitic plugs,Undifferentiated,0.383981645,0
NA,NA,NA,NA,7.084025938,125.2753884,NA,1459,21.20976067,Northwest,0.003876507,0.000381327,Dacitic and/or andesitic plugs,Undifferentiated,0.142250732,0
NA,NA,NA,NA,7.136296725,125.1627137,NA,649,24.99520111,North,-0.034181964,-0.000276283,Dacitic and/or andesitic plugs,Undifferentiated,0.180384666,0
NA,NA,NA,NA,7.078599164,125.1901607,NA,704,10.84175777,North,-0.008020837,-0.001713976,Dacitic and/or andesitic plugs,Undifferentiated,0.285206229,0
NA,NA,NA,NA,6.994023574,125.2366804,NA,1953,33.55537415,Northwest,0.012080415,0.001507939,Dacitic and/or andesitic plugs,Undifferentiated,0.185736135,0
NA,NA,NA,NA,7.138305037,125.2240299,NA,1033,10.24965,Southeast,-0.038743671,0.010823373,Dacitic and/or andesitic plugs,Undifferentiated,0.137793377,0
NA,NA,NA,NA,7.116250804,125.1935057,NA,694,12.83979321,Northwest,0.004877596,0.042213906,Dacitic and/or andesitic plugs,Undifferentiated,0.172133729,0
NA,NA,NA,NA,7.122997182,125.2239035,NA,999,26.71753311,Northwest,0.003146682,0.001681907,Dacitic and/or andesitic plugs,Undifferentiated,0.197564781,0
NA,NA,NA,NA,7.175854623,125.1673422,NA,933,18.6933918,South,-0.010150817,0.000871267,Dacitic and/or andesitic plugs,Undifferentiated,0.16525504,0
NA,NA,NA,NA,6.992944977,125.2375539,NA,1854,27.11239624,South,0.046556074,-0.012419404,Dacitic and/or andesitic plugs,Undifferentiated,0.18239376,0
NA,NA,NA,NA,7.169846813,125.2232854,NA,1745,38.93058777,East,-0.024822854,0.002451853,Dacitic and/or andesitic plugs,Undifferentiated,0.195693508,0
NA,NA,NA,NA,7.150873771,125.2076321,NA,1134,20.77829552,Southeast,-0.009322359,-0.00104791,Dacitic and/or andesitic plugs,Undifferentiated,0.167854443,0
NA,NA,NA,NA,7.032286985,125.1248145,NA,428,4.623208046,East,0.001821611,-0.007195225,Dacitic and/or andesitic plugs,Undifferentiated,0.372735143,0
NA,NA,NA,NA,7.08464903,125.1816892,NA,633,11.56261349,Southeast,-0.001761624,-0.010558229,Dacitic and/or andesitic plugs,Undifferentiated,0.273395419,0
NA,NA,NA,NA,7.136269817,125.1657117,NA,724,23.76340294,North,0.085676759,0.002755159,Dacitic and/or andesitic plugs,Undifferentiated,0.180384666,0
NA,NA,NA,NA,7.147446645,125.2043506,NA,1029,23.13213348,Northeast,-0.016765861,-0.023425987,Dacitic and/or andesitic plugs,Undifferentiated,0.14950335,0
NA,NA,NA,NA,7.122271541,125.1722348,NA,749,25.55869102,South,0.006196676,-0.007761486,Dacitic and/or andesitic plugs,Undifferentiated,0.211457297,0
NA,NA,NA,NA,7.130320898,125.211977,NA,1049,16.78244591,West,-0.015442416,0.013102,Dacitic and/or andesitic plugs,Undifferentiated,0.14785102,0
NA,NA,NA,NA,6.999590138,125.2291982,NA,1891,17.89244652,Southeast,0.002735679,0.000975631,Dacitic and/or andesitic plugs,Undifferentiated,0.189723864,0
NA,NA,NA,NA,7.031827357,125.1490192,NA,519,2.986516714,South,-0.007261352,0.000145299,Dacitic and/or andesitic plugs,Undifferentiated,0.380384088,0
NA,NA,NA,NA,7.097994282,125.1490673,NA,401,4.89548254,West,-0.008536477,0.004282489,Dacitic and/or andesitic plugs,Undifferentiated,0.31512329,0
NA,NA,NA,NA,7.058177412,125.2635678,NA,1274,27.54356956,North,0.016508343,0.000497505,Dacitic and/or andesitic plugs,Undifferentiated,0.168690085,0
NA,NA,NA,NA,7.023548938,125.1214077,NA,422,4.12911129,East,-0.098056383,0.003139035,Dacitic and/or andesitic plugs,Undifferentiated,0.374143779,0
NA,NA,NA,NA,7.058491398,125.2827574,NA,1769,18.68346024,West,0.051297601,0.008976167,Dacitic and/or andesitic plugs,Undifferentiated,0.146616057,0
NA,NA,NA,NA,7.001548378,125.218478,NA,1578,21.26071358,South,-0.003151981,0.002590498,Dacitic and/or andesitic plugs,Undifferentiated,0.19630301,0
NA,NA,NA,NA,7.048050029,125.2269922,NA,1120,20.43196297,East,0.001243694,0.001008854,Dacitic and/or andesitic plugs,Undifferentiated,0.18201986,0
NA,NA,NA,NA,7.127426893,125.1579286,NA,522,12.38638306,North,0.01862769,0.033560861,Dacitic and/or andesitic plugs,Undifferentiated,0.209022462,0
NA,NA,NA,NA,7.182840755,125.207494,NA,1759,16.81997681,Southeast,-0.004027341,0.00013173,Dacitic and/or andesitic plugs,Undifferentiated,0.206750721,0
NA,NA,NA,NA,7.183007159,125.1447641,NA,1101,38.27363586,South,0.006721658,0.001608738,Dacitic and/or andesitic plugs,Undifferentiated,0.152466178,0
NA,NA,NA,NA,7.098279699,125.2583909,NA,1225,12.88300991,South,-8.86E-05,0.000801824,Dacitic and/or andesitic plugs,Undifferentiated,0.143406153,0
NA,NA,NA,NA,7.000673372,125.2377243,NA,1691,26.20878983,West,-0.054801989,0.039674476,Dacitic and/or andesitic plugs,Undifferentiated,0.182946771,0
NA,NA,NA,NA,7.066226893,125.2552219,NA,1179,33.76021957,West,0.010984261,0.00254753,Dacitic and/or andesitic plugs,Undifferentiated,0.211961314,0
NA,NA,NA,NA,7.112523686,125.2098032,NA,802,7.377054691,Southeast,0.003439396,-0.018365584,Dacitic and/or andesitic plugs,Undifferentiated,0.198403969,0
NA,NA,NA,NA,7.103642543,125.2133615,NA,680,24.52781677,Northwest,0.006693811,0.001385074,Dacitic and/or andesitic plugs,Undifferentiated,0.280264586,0
NA,NA,NA,NA,7.087312004,125.2001897,NA,711,7.777433395,Southwest,-0.055413444,0.016084153,Dacitic and/or andesitic plugs,Undifferentiated,0.268243909,0
NA,NA,NA,NA,7.085204418,125.2067901,NA,745,9.054302216,Southwest,-0.003905438,-0.000237171,Dacitic and/or andesitic plugs,Undifferentiated,0.281057179,0
NA,NA,NA,NA,7.003703758,125.2276691,NA,1619,30.42899513,Southwest,-0.031975493,0.023880254,Dacitic and/or andesitic plugs,Undifferentiated,0.190109372,0
NA,NA,NA,NA,6.977533955,125.2236357,NA,2056,4.168133736,Northwest,0.034803234,0.000105355,Dacitic and/or andesitic plugs,Undifferentiated,0.188657224,0
NA,NA,NA,NA,7.046298289,125.2149969,NA,962,26.91646957,Southwest,0.000381229,0.002028861,Dacitic and/or andesitic plugs,Undifferentiated,0.196128368,0
NA,NA,NA,NA,7.124989677,125.214117,NA,950,22.82818794,West,0.077041626,0.00309142,Dacitic and/or andesitic plugs,Undifferentiated,0.153685719,0
NA,NA,NA,NA,7.185976672,125.1525252,NA,1262,2.112715244,East,-0.004805467,0.000390223,Dacitic and/or andesitic plugs,Undifferentiated,0.138238639,0
NA,NA,NA,NA,7.068804131,125.1993693,NA,711,11.79634476,North,-0.01193503,-0.004770089,Dacitic and/or andesitic plugs,Undifferentiated,0.286031514,0
NA,NA,NA,NA,7.122649437,125.1588967,NA,509,15.31757545,West,0.082982257,-0.005726031,Dacitic and/or andesitic plugs,Undifferentiated,0.209022462,0
NA,NA,NA,NA,7.139913342,125.1993821,NA,1175,15.00371456,West,0.074595585,-0.002619001,Dacitic and/or andesitic plugs,Undifferentiated,0.15776822,0
NA,NA,NA,NA,7.071294271,125.2061896,NA,789,12.97785854,Southwest,0.012666778,0.001967282,Dacitic and/or andesitic plugs,Undifferentiated,0.273593903,0
NA,NA,NA,NA,7.12494512,125.2422449,NA,1005,1.866667867,Northwest,0.001324399,0.001544071,Dacitic and/or andesitic plugs,Undifferentiated,0.15568836,0
NA,NA,NA,NA,7.158899762,125.1252509,NA,598,36.6873436,Southeast,-0.007725176,0.006852265,Dacitic and/or andesitic plugs,Undifferentiated,0.16595909,0
NA,NA,NA,NA,7.156769119,125.1054357,NA,255,2.512368441,Southwest,0.024660286,-0.00364454,Dacitic and/or andesitic plugs,Undifferentiated,0.147078231,0
NA,NA,NA,NA,7.183256983,125.2158437,NA,1662,17.02885628,Southwest,-0.006180286,0.013127776,Dacitic and/or andesitic plugs,Undifferentiated,0.167667612,0
NA,NA,NA,NA,7.145980453,125.0896491,NA,180,1.924078584,North,0.017493691,0.004754848,Dacitic and/or andesitic plugs,Undifferentiated,0.219118297,0
NA,NA,NA,NA,7.051160975,125.2036056,NA,820,23.33764648,Northeast,-0.074320197,0.002304745,Dacitic and/or andesitic plugs,Undifferentiated,0.232911959,0
NA,NA,NA,NA,7.029257013,125.1232397,NA,430,8.196142197,South,-0.020151997,0.006740662,Dacitic and/or andesitic plugs,Undifferentiated,0.372735143,0
NA,NA,NA,NA,7.060835851,125.2824371,NA,1710,15.77741337,Southeast,-0.026934601,0.001192309,Dacitic and/or andesitic plugs,Undifferentiated,0.151291832,0
NA,NA,NA,NA,7.078509699,125.2793282,NA,1529,15.38520145,South,-0.000872521,-0.001697008,Dacitic and/or andesitic plugs,Undifferentiated,0.147900298,0
NA,NA,NA,NA,7.019608355,125.1452503,NA,515,1.777125597,West,0.020001471,0.001131718,Dacitic and/or andesitic plugs,Undifferentiated,0.374799192,0
NA,NA,NA,NA,7.048566101,125.1949362,NA,776,4.862179279,Northwest,-0.002856322,0.001928495,Dacitic and/or andesitic plugs,Undifferentiated,0.29173401,0
NA,NA,NA,NA,7.133324066,125.1234686,NA,431,28.52589607,East,0.006252417,-0.013890186,Dacitic and/or andesitic plugs,Undifferentiated,0.189046845,0
NA,NA,NA,NA,7.067008801,125.2134424,NA,878,11.73511124,North,0.010627312,0.000869919,Dacitic and/or andesitic plugs,Undifferentiated,0.199385002,0
NA,NA,NA,NA,7.084831128,125.1672825,NA,518,11.08341312,East,-0.005632118,-0.001321292,Dacitic and/or andesitic plugs,Undifferentiated,0.288304895,0
NA,NA,NA,NA,7.118820452,125.1393628,NA,398,12.03825474,Southeast,0.009398389,-0.003590084,Dacitic and/or andesitic plugs,Undifferentiated,0.232956335,0
NA,NA,NA,NA,6.999537588,125.2403852,NA,1634,38.85276794,Northeast,-0.08137437,0.004346926,Dacitic and/or andesitic plugs,Undifferentiated,0.182946771,0
NA,NA,NA,NA,7.110422111,125.2366523,NA,874,18.84183311,West,0.01360576,0.004466884,Dacitic and/or andesitic plugs,Undifferentiated,0.19435817,0
NA,NA,NA,NA,7.12704288,125.1114052,NA,302,6.482800484,Southwest,0.009905354,0.000864127,Dacitic and/or andesitic plugs,Loam,0.252441794,0
NA,NA,NA,NA,7.123465284,125.109338,NA,345,3.968653202,Southeast,-0.037506592,0.002935586,Dacitic and/or andesitic plugs,Loam,0.252441794,0
NA,NA,NA,NA,7.122400994,125.0885947,NA,188,0.660182536,Northeast,-0.008590448,-0.001767493,Dacitic and/or andesitic plugs,Loam,0.277763575,0
NA,NA,NA,NA,7.120907555,125.1240753,NA,271,7.688279629,Northwest,0.034036022,0.004431214,Dacitic and/or andesitic plugs,Loam,0.25585416,0
NA,NA,NA,NA,7.11725678,125.1206854,NA,248,0.738108516,West,0.00139605,0.001958064,Dacitic and/or andesitic plugs,Loam,0.302084863,0
NA,NA,NA,NA,6.920074978,125.0019502,NA,116,22.06322861,Southwest,-0.003274763,0.003238996,"Marine clastics, pyroclastics",Sandy Clay Loam,0.392021477,0
NA,NA,NA,NA,6.9431391,124.9717855,NA,78,10.14714432,West,0.005241129,0.005371326,"Marine clastics, pyroclastics",Sandy Clay Loam,0.381380916,0
NA,NA,NA,NA,6.958663518,124.985089,NA,118,5.110977173,West,-0.006768757,0.002802216,"Marine clastics, pyroclastics",Sandy Clay Loam,0.334869444,0
NA,NA,NA,NA,6.924336111,124.9952343,NA,83,8.818185806,Southwest,0.001934625,0.02286019,"Marine clastics, pyroclastics",Sandy Clay Loam,0.376810968,0
NA,NA,NA,NA,6.9442612,124.9968232,NA,258,17.3067112,Northeast,-0.004028769,-0.000852891,"Marine clastics, pyroclastics",Sandy Clay Loam,0.408081353,0
NA,NA,NA,NA,6.940440259,125.0107064,NA,190,4.681320667,South,0.013759933,-0.003207879,"Marine clastics, pyroclastics",Sandy Clay Loam,0.385200888,0
NA,NA,NA,NA,6.942859731,125.0080829,NA,181,2.818182945,Southwest,-0.006311378,0.00332237,"Marine clastics, pyroclastics",Sandy Clay Loam,0.338333577,0
NA,NA,NA,NA,6.928276113,124.9929619,NA,98,4.009331703,Southeast,0.011257615,-0.001948904,"Marine clastics, pyroclastics",Sandy Clay Loam,0.343024135,0
NA,NA,NA,NA,6.960012392,124.9826838,NA,115,9.054302216,Northeast,-1.167371631,0.019326622,"Marine clastics, pyroclastics",Sandy Clay Loam,0.334869444,0
NA,NA,NA,NA,6.923330513,124.9949671,NA,78,3.128513813,Northeast,-0.010825723,-0.004199006,"Marine clastics, pyroclastics",Sandy Clay Loam,0.376810968,0
NA,NA,NA,NA,7.080027553,124.9504298,NA,89,8.375187874,North,-0.017120993,-0.002898736,Recent deposits,Sandy Clay Loam,0.266245186,0
NA,NA,NA,NA,7.054820566,125.0169213,NA,109,9.752547264,Northeast,0.002695091,-0.010918325,Recent deposits,Sandy Clay Loam,0.325765371,0
NA,NA,NA,NA,6.994715877,124.939004,NA,57,10.45098686,Northeast,0.006985412,-0.004484317,Recent deposits,Sandy Clay Loam,0.368984103,0
NA,NA,NA,NA,7.071076879,124.9246879,NA,48,4.009376526,East,-0.000618463,-0.00538578,Recent deposits,Sandy Clay Loam,0.270168424,0
NA,NA,NA,NA,7.067010382,124.995659,NA,104,0.738088131,Northeast,-0.015836552,-0.007682215,Recent deposits,Sandy Clay Loam,0.31427142,0
NA,NA,NA,NA,7.010902661,124.9414835,NA,63,4.076325417,Northeast,-0.097462453,0.00281229,Recent deposits,Sandy Clay Loam,0.32144177,0
NA,NA,NA,NA,6.901489923,124.9912259,NA,63,3.442226171,South,-0.061153468,0.005965301,Recent deposits,Sandy Clay Loam,0.524544656,0
NA,NA,NA,NA,6.907786808,124.954804,NA,65,0.660182536,Northeast,0.009748847,-0.011738319,Recent deposits,Sandy Clay Loam,0.511003017,0
NA,NA,NA,NA,7.033585079,125.0147439,NA,96,11.75718689,North,-0.19365859,0.00065793,Recent deposits,Sandy Clay Loam,0.346135736,0
NA,NA,NA,NA,6.922395058,124.9543343,NA,62,5.153105736,East,0.000965152,-0.005071262,Recent deposits,Sandy Clay Loam,0.525243461,0
NA,NA,NA,NA,6.999402206,124.9780936,NA,90,7.722605705,North,-0.037852805,0.099551134,Recent deposits,Sandy Clay Loam,0.371192992,0
NA,NA,NA,NA,6.99655551,124.9862323,NA,77,7.879353523,Northwest,0.038730867,0.001023447,Recent deposits,Sandy Clay Loam,0.377173007,0
NA,NA,NA,NA,7.042407724,124.9452977,NA,81,9.374146461,East,0.020856516,-0.041258316,Recent deposits,Sandy Clay Loam,0.289770126,0
NA,NA,NA,NA,7.0593479,125.0145693,NA,117,2.213285446,Southwest,0.001072135,0.004574407,Recent deposits,Sandy Clay Loam,0.317792505,0
NA,NA,NA,NA,7.055194552,125.0021218,NA,111,2.112786293,Northeast,0.006029516,-0.011841103,Recent deposits,Sandy Clay Loam,0.319596797,0
NA,NA,NA,NA,7.002838237,124.9062192,NA,31,1.866667867,Southwest,0.013368766,0.011566089,Recent deposits,Sandy Clay Loam,0.332151026,0
NA,NA,NA,NA,7.012017798,124.9300351,NA,44,5.632312298,Southwest,0.171179876,-0.025893226,Recent deposits,Sandy Clay Loam,0.340726912,0
NA,NA,NA,NA,7.072444021,124.9490066,NA,76,7.632493496,Northeast,-0.004391347,-0.002719426,Recent deposits,Sandy Clay Loam,0.278058529,0
NA,NA,NA,NA,7.027502929,125.0133191,NA,115,3.968709707,West,0.006567836,0.003153474,Recent deposits,Sandy Clay Loam,0.357460469,0
NA,NA,NA,NA,7.012785903,124.9965877,NA,101,1.190023541,East,-0.009157935,-0.001649184,Recent deposits,Sandy Clay Loam,0.345173299,0
NA,NA,NA,NA,7.065521335,124.9419088,NA,72,0.933613837,West,-0.006299751,0.019225163,Recent deposits,Sandy Clay Loam,0.279692739,0
NA,NA,NA,NA,7.021579269,124.9035854,NA,34,2.659526348,Northwest,0.001259188,0.00498269,Recent deposits,Sandy Clay Loam,0.31539163,0
NA,NA,NA,NA,7.000641443,124.903714,NA,29,6.645976543,Northwest,-0.021216681,0.025418608,Recent deposits,Sandy Clay Loam,0.344229043,0
NA,NA,NA,NA,6.987211161,124.9290307,NA,48,12.70019245,Northeast,-0.019089784,-0.00153622,Recent deposits,Sandy Clay Loam,0.383173406,0
NA,NA,NA,NA,7.015321603,124.988315,NA,81,10.84175777,Northwest,-0.011881028,0.00572873,Recent deposits,Sandy Clay Loam,0.352906078,0
NA,NA,NA,NA,6.999160218,124.9336697,NA,61,6.03740406,Southwest,-0.073093183,0.044222847,Recent deposits,Sandy Clay Loam,0.357311368,0
NA,NA,NA,NA,7.044895674,124.9249832,NA,54,2.837310076,North,0.024792938,0.000892305,Recent deposits,Sandy Clay Loam,0.288150251,0
NA,NA,NA,NA,7.049379778,124.914804,NA,44,2.659447432,South,-0.00776104,0.000386539,Recent deposits,Sandy Clay Loam,0.29129231,0
NA,NA,NA,NA,6.902257181,124.9761145,NA,55,4.022767067,Northwest,-0.007039677,0.0037393,Recent deposits,Sandy Clay Loam,0.528864324,0
NA,NA,NA,NA,6.930020801,124.9569214,NA,59,3.394719839,North,-0.009568407,-0.011286228,Recent deposits,Sandy Clay Loam,0.513868213,0
NA,NA,NA,NA,7.028448047,125.0327426,NA,134,4.168220043,Northeast,-0.003919715,-0.001744545,Recent deposits,Sandy Clay Loam,0.348462045,0
NA,NA,NA,NA,7.04512778,124.9465386,NA,78,9.440969467,Northeast,0.001367259,-0.017099889,Recent deposits,Sandy Clay Loam,0.298718244,0
